id,doi,title,publication_year,authorships,subfield,primary_topic
W4407087880,10.25248/reas.e18463.2025,Complicações da Covid-19 em receptores de transplante renal de um hospital de nível terciário em Fortaleza - CE,2025,"[{""id"": ""A5116127967"", ""name"": ""Samylia Mota de Andrade"", ""institutions"": [{""id"": ""I243754102"", ""display_name"": ""Universidade Federal do Cear\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5046386030"", ""name"": ""Alene Barros de Oliveira"", ""institutions"": [{""id"": ""I4210106783"", ""display_name"": ""Hospital Universit\u00e1rio Walter Cant\u00eddio""}], ""countries"": [""BR""]}, {""id"": ""A5100837316"", ""name"": ""Jo\u00e3o Victor Souza Oliveira"", ""institutions"": [{""id"": ""I243754102"", ""display_name"": ""Universidade Federal do Cear\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5103151104"", ""name"": ""Let\u00edcia M. Oliveira"", ""institutions"": [{""id"": ""I4210106783"", ""display_name"": ""Hospital Universit\u00e1rio Walter Cant\u00eddio""}], ""countries"": [""BR""]}, {""id"": ""A5071188172"", ""name"": ""Marta Maria de Fran\u00e7a Fonteles"", ""institutions"": [{""id"": ""I243754102"", ""display_name"": ""Universidade Federal do Cear\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5019352248"", ""name"": ""Nirla Rodrigues Romero"", ""institutions"": [{""id"": ""I243754102"", ""display_name"": ""Universidade Federal do Cear\u00e1""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4407095628,10.1016/j.bmc.2025.118095,"Rational design and synthesis of pyrazole derivatives as potential SARS-CoV-2 Mpro inhibitors: An integrated approach merging combinatorial chemistry, molecular docking, and deep learning",2025,"[{""id"": ""A5070546462"", ""name"": ""Arthur Antunes Ferrarezi"", ""institutions"": [{""id"": ""I123443094"", ""display_name"": ""Universidade Estadual de Maring\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5022541333"", ""name"": ""Jo\u00e3o V\u00edtor Perez de Souza"", ""institutions"": [{""id"": ""I170897317"", ""display_name"": ""Duke University""}], ""countries"": [""US""]}, {""id"": ""A5037019808"", ""name"": ""Bernard Maigret"", ""institutions"": [{""id"": ""I90183372"", ""display_name"": ""Universit\u00e9 de Lorraine""}], ""countries"": [""FR""]}, {""id"": ""A5083398394"", ""name"": ""\u00c9rika Seki Kioshima"", ""institutions"": [{""id"": ""I123443094"", ""display_name"": ""Universidade Estadual de Maring\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5089211751"", ""name"": ""Sidnei Moura"", ""institutions"": [{""id"": ""I30338065"", ""display_name"": ""Universidade de Caxias do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5014106995"", ""name"": ""Arildo Jos\u00e9 Braz de Oliveira"", ""institutions"": [{""id"": ""I123443094"", ""display_name"": ""Universidade Estadual de Maring\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5044860752"", ""name"": ""Fernanda A. Rosa"", ""institutions"": [{""id"": ""I123443094"", ""display_name"": ""Universidade Estadual de Maring\u00e1""}], ""countries"": [""BR""]}, {""id"": ""A5015453350"", ""name"": ""Regina Aparecida Correia Gon\u00e7alves"", ""institutions"": [{""id"": ""I123443094"", ""display_name"": ""Universidade Estadual de Maring\u00e1""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10211', 'display_name': 'Computational Drug Discovery Methods'}"
W4407098219,10.1063/5.0239023,One-dimensional invariant measure in periodicity hubs: A tribute to Professor Jason A. C. Gallas,2025,"[{""id"": ""A5088286064"", ""name"": ""R. B. do Carmo"", ""institutions"": [{""id"": ""I4210155484"", ""display_name"": ""Federal Institute of Education, Science and Technology Alagoas""}], ""countries"": [""BR""]}, {""id"": ""A5103462753"", ""name"": ""Jose Roberto Rios Leite"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5039796803"", ""name"": ""Fernando Aguiar"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T11187', 'display_name': 'Nonlinear Dynamics and Pattern Formation'}"
W4407100427,10.1144/jgs2024-130,"A geochemical and isotopic outline on the Alto Moxotó Terrane: a record of the best-preserved Paleoproterozoic crust in the Central Borborema Province, NE Brazil",2025,"[{""id"": ""A5010075556"", ""name"": ""Mariana S. da Paix\u00e3o"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5032675338"", ""name"": ""Lauro C\u00e9zar Montefalco de Lira Santos"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5010561478"", ""name"": ""Elton Luiz Dantas"", ""institutions"": [{""id"": ""I4210151127"", ""display_name"": ""Instituto de Geociencias""}, {""id"": ""I150729083"", ""display_name"": ""Universidade de Bras\u00edlia""}], ""countries"": [""BR"", ""ES""]}, {""id"": ""A5006685240"", ""name"": ""Peter A. Cawood"", ""institutions"": [{""id"": ""I56590836"", ""display_name"": ""Monash University""}], ""countries"": [""AU""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T12157', 'display_name': 'Geochemistry and Geologic Mapping'}"
W4407104458,10.1590/1808-5245.31.141213,Caminhos e descaminhos da política pública arquivística: o Ministério da Educação e a regulação do acervo acadêmico,2025,"[{""id"": ""A5028103528"", ""name"": ""Adalson de Oliveira Nascimento"", ""institutions"": [{""id"": ""I110200422"", ""display_name"": ""Universidade Federal de Minas Gerais""}], ""countries"": [""BR""]}, {""id"": ""A5109698270"", ""name"": ""M. E. Vol'pin"", ""institutions"": [{""id"": ""I110200422"", ""display_name"": ""Universidade Federal de Minas Gerais""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T13166', 'display_name': 'Information Science and Libraries'}"
W4407105528,10.1590/1808-5245.31.141937,Assunto ou tipo documental? Requisito para avaliação de documentos no âmbito da administração pública estadual,2025,"[{""id"": ""A5045630653"", ""name"": ""Mariana Batista do Nascimento"", ""institutions"": [{""id"": ""I110200422"", ""display_name"": ""Universidade Federal de Minas Gerais""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T13166', 'display_name': 'Information Science and Libraries'}"
W4407108152,10.1145/3716314,Direct Rendering of Intrinsic Triangulations,2025,"[{""id"": ""A5023182432"", ""name"": ""Waldemar Celes"", ""institutions"": [{""id"": ""I2699952"", ""display_name"": ""Pontifical Catholic University of Rio de Janeiro""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1704"", ""display_name"": ""Computer Graphics and Computer-Aided Design""}","{'id': 'T10481', 'display_name': 'Computer Graphics and Visualization Techniques'}"
W4407114613,10.37811/cl_rcm.v8i6.15808,El Rol de las Pausas Activas en el Aprendizaje y su Influencia en la Concentración del Estudiante,2025,"[{""id"": ""A5114516785"", ""name"": ""Luisa Rosa Zhunio Suin"", ""institutions"": [{""id"": ""I4210140695"", ""display_name"": ""Universidad Independiente""}], ""countries"": [""CR""]}, {""id"": ""A5019776517"", ""name"": ""Jos\u00e9 C\u00e9sar Pontes Moreira"", ""institutions"": [{""id"": ""I4210094213"", ""display_name"": ""Instituto Dr. Jaime Slullitel""}], ""countries"": [""AR""]}, {""id"": ""A5045310997"", ""name"": ""Manuel Mac\u00eda"", ""institutions"": [{""id"": ""I4210094213"", ""display_name"": ""Instituto Dr. Jaime Slullitel""}], ""countries"": [""AR""]}, {""id"": ""A5116015676"", ""name"": ""Irma Felicidad Broncano Abarca"", ""institutions"": [{""id"": ""I4210140695"", ""display_name"": ""Universidad Independiente""}], ""countries"": [""CR""]}, {""id"": ""A5116015677"", ""name"": ""Tatiana Elisa Arellano Arellano"", ""institutions"": [{""id"": ""I4210098355"", ""display_name"": ""A\u00e7\u00e3o Educativa""}], ""countries"": [""BR""]}, {""id"": ""A5116015677"", ""name"": ""Tatiana Elisa Arellano Arellano"", ""institutions"": [{""id"": ""I4210098355"", ""display_name"": ""A\u00e7\u00e3o Educativa""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T12395', 'display_name': 'Educational Innovations and Technology'}"
W4407120548,10.5585/2025.25904,"Produção acadêmica, estratégia e tendências: uma análise bibliométrica de artigos sobre o mercado editorial brasileiro de 2002 a 2022",2025,"[{""id"": ""A5114189102"", ""name"": ""Alex Rodrigues Zani"", ""institutions"": [{""id"": ""I4210136482"", ""display_name"": ""Federal Center for Technological Education of Minas Gerais""}], ""countries"": [""BR""]}, {""id"": ""A5001940125"", ""name"": ""Carlos Roberto Domingues"", ""institutions"": [{""id"": ""I80850581"", ""display_name"": ""Universidade Federal de Uberl\u00e2ndia""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T13166', 'display_name': 'Information Science and Libraries'}"
W4407125490,10.71409/ah.v7i1.508,ANÁLISE DA QUALIDADE DE VIDA DE CUIDADORES EM SAÚDE NO BRASIL: REVISÃO SISTEMÁTICA DA LITERATURA,2025,"[{""id"": ""A5114338728"", ""name"": ""Ludmila Silva Castanheira"", ""institutions"": [{""id"": ""I4210147834"", ""display_name"": ""Centro Universit\u00e1rio de Sete Lagoas""}], ""countries"": [""BR""]}, {""id"": ""A5040213377"", ""name"": ""Alessandro Guimar\u00e3es"", ""institutions"": [{""id"": ""I4210147834"", ""display_name"": ""Centro Universit\u00e1rio de Sete Lagoas""}], ""countries"": [""BR""]}, {""id"": ""A5116142969"", ""name"": ""Aline Moreira Gon\u00e7alves"", ""institutions"": [{""id"": ""I4210147834"", ""display_name"": ""Centro Universit\u00e1rio de Sete Lagoas""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T14071', 'display_name': 'Healthcare during COVID-19 Pandemic'}"
W4407128409,10.1109/access.2025.3538710,Enhancing Semi-Supervised Learning with Concept Drift Detection and Self-Training: A Study on Classifier Diversity and Performance,2025,"[{""id"": ""A5104349856"", ""name"": ""Jos\u00e9 Luis Mart\u00ednez P\u00e9rez"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5025683089"", ""name"": ""Roberto Souto Maior de Barros"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5041951496"", ""name"": ""Silas Garrido Teixeira de Carvalho Santos"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T12761', 'display_name': 'Data Stream Mining Techniques'}"
W4407132021,10.1021/acsomega.4c08940,MAG-SOLex Molecular Representation: A Methodology for Handling Complex Molecules in Algorithms,2025,"[{""id"": ""A5106244482"", ""name"": ""Diego Telles Fernandes"", ""institutions"": [{""id"": ""I32393484"", ""display_name"": ""Petrobras (Brazil)""}], ""countries"": [""BR""]}, {""id"": ""A5029216167"", ""name"": ""Karina Klock da Costa"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5106010882"", ""name"": ""Helton Siqueira Maciel"", ""institutions"": [{""id"": ""I32393484"", ""display_name"": ""Petrobras (Brazil)""}], ""countries"": [""BR""]}, {""id"": ""A5109140345"", ""name"": ""Raquel Cristina Gon\u00e7alves"", ""institutions"": [{""id"": ""I32393484"", ""display_name"": ""Petrobras (Brazil)""}], ""countries"": [""BR""]}, {""id"": ""A5057023402"", ""name"": ""Dirceu Noriler"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10211', 'display_name': 'Computational Drug Discovery Methods'}"
W4407136038,10.2166/wst.2025.014,Epidemiological monitoring of sewage sludge and wastewater from an upflow anaerobic sludge blanket reactor using SARS-CoV-2 as a model,2025,"[{""id"": ""A5033518539"", ""name"": ""J. Wagner"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5092174785"", ""name"": ""Maria Fernanda Rech"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5080014417"", ""name"": ""Bruno Aschidamini Prandi"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5017201809"", ""name"": ""Ana Cl\u00e1udia Franco"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5086114664"", ""name"": ""Caroline Rigotto"", ""institutions"": [{""id"": ""I145689991"", ""display_name"": ""Universidade Feevale""}], ""countries"": [""BR""]}, {""id"": ""A5110354917"", ""name"": ""Fabiana Horn"", ""institutions"": [{""id"": ""I130442723"", ""display_name"": ""Universidade Federal do Rio Grande do Sul""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T13038', 'display_name': 'Internet of Things and AI'}"
W4407152286,10.1002/spe.3412,Experimental Performance Analysis of Data Consistency Levels in <scp>NoSQL</scp> Databases,2025,"[{""id"": ""A5073671479"", ""name"": ""Saulo Ferreira"", ""institutions"": [{""id"": ""I62921916"", ""display_name"": ""Universidade Federal Rural de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5030020915"", ""name"": ""J\u00falio Mendon\u00e7a"", ""institutions"": [{""id"": ""I186903577"", ""display_name"": ""University of Luxembourg""}], ""countries"": [""LU""]}, {""id"": ""A5018148576"", ""name"": ""Ermeson Andrade"", ""institutions"": [{""id"": ""I62921916"", ""display_name"": ""Universidade Federal Rural de Pernambuco""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10101', 'display_name': 'Cloud Computing and Resource Management'}"
W4407165030,10.1016/j.ejmech.2025.117368,Spirocyclic compounds as innovative tools in drug discovery for medicinal chemists,2025,"[{""id"": ""A5086454998"", ""name"": ""Marina T. Varela"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5082778732"", ""name"": ""Gleiston G. Dias"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5101694900"", ""name"": ""Luiz Fernando N. de Oliveira"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5017415635"", ""name"": ""Ramon G. de Oliveira"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5063851170"", ""name"": ""Francisca Lidiane Linhares de Aguiar"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5026148508"", ""name"": ""Jo\u00e3o Carlos Mohn Nogueira"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5032470700"", ""name"": ""Luiza R. Cruz"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}, {""id"": ""A5018841510"", ""name"": ""Luiz C. Dias"", ""institutions"": [{""id"": ""I181391015"", ""display_name"": ""Universidade Estadual de Campinas (UNICAMP)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1703"", ""display_name"": ""Computational Theory and Mathematics""}","{'id': 'T10211', 'display_name': 'Computational Drug Discovery Methods'}"
W4407168729,10.1109/tcyb.2025.3527862,Data Stream Clustering: Introducing Recursively Extendable Aggregation Functions for Incremental Cluster Fusion Processes,2025,"[{""id"": ""A5099516423"", ""name"": ""Asier Urio-Larrea"", ""institutions"": [{""id"": ""I88155538"", ""display_name"": ""Universidad de Navarra""}], ""countries"": [""ES""]}, {""id"": ""A5037198516"", ""name"": ""Heloisa A. Camargo"", ""institutions"": [{""id"": ""I177909021"", ""display_name"": ""Universidade Federal de S\u00e3o Carlos""}], ""countries"": [""BR""]}, {""id"": ""A5031787326"", ""name"": ""Giancarlo Lucca"", ""institutions"": [], ""countries"": [""BR""]}, {""id"": ""A5037049485"", ""name"": ""Tiago da Cruz Asmus"", ""institutions"": [{""id"": ""I126460647"", ""display_name"": ""Universidade Federal do Rio Grande""}], ""countries"": [""BR""]}, {""id"": ""A5006086361"", ""name"": ""C. Marco-Detchart"", ""institutions"": [{""id"": ""I88155538"", ""display_name"": ""Universidad de Navarra""}], ""countries"": [""ES""]}, {""id"": ""A5023466023"", ""name"": ""Leonardo Schick"", ""institutions"": [{""id"": ""I177909021"", ""display_name"": ""Universidade Federal de S\u00e3o Carlos""}], ""countries"": [""BR""]}, {""id"": ""A5056125713"", ""name"": ""Carlos L\u00f3pez-Molina"", ""institutions"": [{""id"": ""I88155538"", ""display_name"": ""Universidad de Navarra""}], ""countries"": [""ES""]}, {""id"": ""A5029626997"", ""name"": ""Javier Andreu-P\u00e9rez"", ""institutions"": [{""id"": ""I110002522"", ""display_name"": ""University of Essex""}], ""countries"": [""GB""]}, {""id"": ""A5049375194"", ""name"": ""Humberto Bustince"", ""institutions"": [{""id"": ""I88155538"", ""display_name"": ""Universidad de Navarra""}], ""countries"": [""ES""]}, {""id"": ""A5053196020"", ""name"": ""Gra\u00e7aliz Pereira Dimuro"", ""institutions"": [{""id"": ""I126460647"", ""display_name"": ""Universidade Federal do Rio Grande""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10637', 'display_name': 'Advanced Clustering Algorithms Research'}"
W4407189490,10.1186/s13677-025-00732-1,Correction to: Impacts of data consistency levels in cloud-based NoSQL for data-intensive applications,2025,"[{""id"": ""A5080492395"", ""name"": ""Saulo Rocha Ferreira"", ""institutions"": [{""id"": ""I62921916"", ""display_name"": ""Universidade Federal Rural de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5030020915"", ""name"": ""J\u00falio Mendon\u00e7a"", ""institutions"": [{""id"": ""I186903577"", ""display_name"": ""University of Luxembourg""}], ""countries"": [""LU""]}, {""id"": ""A5035682280"", ""name"": ""Bruno Nogueira"", ""institutions"": [{""id"": ""I79889768"", ""display_name"": ""Universidade Federal de Alagoas""}], ""countries"": [""BR""]}, {""id"": ""A5067699300"", ""name"": ""Willy Tiengo"", ""institutions"": [{""id"": ""I79889768"", ""display_name"": ""Universidade Federal de Alagoas""}], ""countries"": [""BR""]}, {""id"": ""A5018148576"", ""name"": ""Ermeson Andrade"", ""institutions"": [{""id"": ""I62921916"", ""display_name"": ""Universidade Federal Rural de Pernambuco""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T10101', 'display_name': 'Cloud Computing and Resource Management'}"
W4407225774,10.3390/land14020325,"Land Cover Transformations in Mining-Influenced Areas Using PlanetScope Imagery, Spectral Indices, and Machine Learning: A Case Study in the Hinterlands de Pernambuco, Brazil",2025,"[{""id"": ""A5015729822"", ""name"": ""Admilson da Penha Pach\u00eaco"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5021004792"", ""name"": ""Jo\u00e3o Agnaldo do Nascimento"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5053836021"", ""name"": ""Antonio M. Ruiz\u2010Armenteros"", ""institutions"": [{""id"": ""I191420491"", ""display_name"": ""Universidad de Ja\u00e9n""}], ""countries"": [""ES""]}, {""id"": ""A5001093062"", ""name"": ""Ubiratan Joaquim da Silva"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5101377546"", ""name"": ""Juarez Antonio da Silva"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5027573080"", ""name"": ""Leidjane Maria Maciel de Oliveira"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5002543681"", ""name"": ""Sylvana Melo dos Santos"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5108169444"", ""name"": ""Fernando Dacal Reis Filho"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5116180456"", ""name"": ""Carlos Alberto Pessoa Mello Galdino"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T12157', 'display_name': 'Geochemistry and Geologic Mapping'}"
W4407226689,10.1080/25741136.2025.2460129,"‘Hermanos, pero no Tanto': the impacts of higher education on journalism careers in Argentina and Brazil",2025,"[{""id"": ""A5020830271"", ""name"": ""F\u00e1bio Henrique Pereira"", ""institutions"": [{""id"": ""I43406934"", ""display_name"": ""Universit\u00e9 Laval""}, {""id"": ""I150729083"", ""display_name"": ""Universidade de Bras\u00edlia""}], ""countries"": [""BR"", ""CA""]}]","{""id"": ""subfields/1705"", ""display_name"": ""Computer Networks and Communications""}","{'id': 'T13745', 'display_name': 'Media and Digital Communication'}"
W4407237575,10.3390/ai6020032,Conditional Generative Adversarial Networks and Deep Learning Data Augmentation: A Multi-Perspective Data-Driven Survey Across Multiple Application Fields and Classification Architectures,2025,"[{""id"": ""A5069644968"", ""name"": ""Lucas C. Ribas"", ""institutions"": [{""id"": ""I879563668"", ""display_name"": ""Universidade Estadual Paulista (Unesp)""}], ""countries"": [""BR""]}, {""id"": ""A5077785532"", ""name"": ""Wallace Casaca"", ""institutions"": [{""id"": ""I879563668"", ""display_name"": ""Universidade Estadual Paulista (Unesp)""}], ""countries"": [""BR""]}, {""id"": ""A5099337357"", ""name"": ""Ricardo T. Fares"", ""institutions"": [{""id"": ""I879563668"", ""display_name"": ""Universidade Estadual Paulista (Unesp)""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1707"", ""display_name"": ""Computer Vision and Pattern Recognition""}","{'id': 'T10775', 'display_name': 'Generative Adversarial Networks and Image Synthesis'}"
W4407239920,10.1103/physreva.111.022212,Non-Markovian to Markovian decay in structured environments with correlated disorder,2025,"[{""id"": ""A5116186020"", ""name"": ""Mariana O. Monteiro"", ""institutions"": [{""id"": ""I79889768"", ""display_name"": ""Universidade Federal de Alagoas""}], ""countries"": [""BR""]}, {""id"": ""A5035842960"", ""name"": ""Nadja K. Bernardes"", ""institutions"": [{""id"": ""I25112270"", ""display_name"": ""Universidade Federal de Pernambuco""}], ""countries"": [""BR""]}, {""id"": ""A5114763731"", ""name"": ""Eugene M. Broni"", ""institutions"": [{""id"": ""I79889768"", ""display_name"": ""Universidade Federal de Alagoas""}], ""countries"": [""BR""]}, {""id"": ""A5044809827"", ""name"": ""F. A. B. F. de Moura"", ""institutions"": [{""id"": ""I79889768"", ""display_name"": ""Universidade Federal de Alagoas""}], ""countries"": [""BR""]}, {""id"": ""A5076871294"", ""name"": ""G. M. A. Almeida"", ""institutions"": [{""id"": ""I79889768"", ""display_name"": ""Universidade Federal de Alagoas""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10020', 'display_name': 'Quantum Information and Cryptography'}"
W4407241359,10.5195/biblios.2024.1168,Transformando as Práticas de Catalogação em Bibliotecas Universitárias,2025,"[{""id"": ""A5072642124"", ""name"": ""Clarissa Jesinska Selbach"", ""institutions"": [{""id"": ""I45643870"", ""display_name"": ""Pontif\u00edcia Universidade Cat\u00f3lica do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5019320549"", ""name"": ""Ana Paula Medeiros Magnus"", ""institutions"": [{""id"": ""I45643870"", ""display_name"": ""Pontif\u00edcia Universidade Cat\u00f3lica do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5032333572"", ""name"": ""Loiva Duarte Novak"", ""institutions"": [{""id"": ""I45643870"", ""display_name"": ""Pontif\u00edcia Universidade Cat\u00f3lica do Rio Grande do Sul""}], ""countries"": [""BR""]}, {""id"": ""A5044990537"", ""name"": ""Tamara Silva"", ""institutions"": [{""id"": ""I45643870"", ""display_name"": ""Pontif\u00edcia Universidade Cat\u00f3lica do Rio Grande do Sul""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1710"", ""display_name"": ""Information Systems""}","{'id': 'T13166', 'display_name': 'Information Science and Libraries'}"
W4407244131,10.20935/acadonco7529,Analytical software for visual and quantitative comparison of real mammography and phantom breast cancer imaging,2025,"[{""id"": ""A5053622391"", ""name"": ""Fernanda J. F. Cardoso"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}], ""countries"": [""BR""]}, {""id"": ""A5008426668"", ""name"": ""Ana Cl\u00e1udia Patroc\u00ednio"", ""institutions"": [{""id"": ""I80850581"", ""display_name"": ""Universidade Federal de Uberl\u00e2ndia""}], ""countries"": [""BR""]}, {""id"": ""A5065347551"", ""name"": ""M. Santos"", ""institutions"": [{""id"": ""I80850581"", ""display_name"": ""Universidade Federal de Uberl\u00e2ndia""}], ""countries"": [""BR""]}, {""id"": ""A5002159599"", ""name"": ""Jorge de Almeida Brito"", ""institutions"": [{""id"": ""I80850581"", ""display_name"": ""Universidade Federal de Uberl\u00e2ndia""}], ""countries"": [""BR""]}, {""id"": ""A5003027915"", ""name"": ""Homero Schiabel"", ""institutions"": [{""id"": ""I17974374"", ""display_name"": ""Universidade de S\u00e3o Paulo""}], ""countries"": [""BR""]}]","{""id"": ""subfields/1702"", ""display_name"": ""Artificial Intelligence""}","{'id': 'T10862', 'display_name': 'AI in cancer detection'}"
